Date,Arima_Close,Lstm_Close,Sarima_Close
21-02-2024,145.2022650465354,152.47647,145.59295938241965
22-02-2024,145.06567864973672,153.00159,146.00817746105136
23-02-2024,145.04467084559118,153.34889,146.167861160001
26-02-2024,145.2424812765801,153.664,146.55756619830038
27-02-2024,145.08928033007385,153.72531,146.29741122358374
28-02-2024,145.20653364751502,153.78021,146.6552630634783
29-02-2024,145.11791405328728,153.82977,146.3503039457287
01-03-2024,145.1901116722621,153.87488,146.97820168013567
04-03-2024,145.1268330405511,153.99133,147.44608938936202
05-03-2024,145.17881656613926,154.02574,147.0767350193902
06-03-2024,145.1346526397692,154.05858,146.68583789512303
07-03-2024,145.1709422074888,154.09012,146.55330832824072
08-03-2024,145.14050889139074,154.12053,147.03766972672565
11-03-2024,145.16582091053544,154.20604,147.53551298256033
12-03-2024,145.1446926617629,154.2329,147.7098220147122
13-03-2024,145.1623247121526,154.25899,148.13837175687289
14-03-2024,145.14763412040017,154.28433,147.91075674368597
15-03-2024,145.15989606000412,154.309,148.2395819551011
18-03-2024,145.1496771787034,154.37898,147.9640758126372
19-03-2024,145.1582033346308,154.40102,148.58127220770126
20-03-2024,145.15109459890047,154.42245,148.98927513970344
21-03-2024,145.15702375912164,154.4433,148.56722188149797
22-03-2024,145.15207918356384,154.46356,148.37210833474018
25-03-2024,145.15620274237972,154.52107,148.15532345512554
26-03-2024,145.1527637221985,154.53917,148.64331023277975
27-03-2024,145.155631665863,154.55678,149.14561742277957
28-03-2024,145.15323983256042,154.5739,149.32178938567873
29-03-2024,145.15523451109485,154.59055,149.75268404471532
01-04-2024,145.15357099641753,154.63776,149.52697103085936
02-04-2024,145.15495830785542,154.65263,149.8555117280233
03-04-2024,145.15380133275124,154.66708,149.58147671779136
04-04-2024,145.15476621325487,154.68112,150.1987262797157
05-04-2024,145.15396153454583,154.69478,150.60509582721198
08-04-2024,145.15463261158828,154.73349,150.18157394087987
09-04-2024,145.15407295529317,154.7457,149.993013442255
10-04-2024,145.15453969104536,154.75755,149.77363888685127
11-04-2024,145.15415044849797,154.76906,150.2618593344898
12-04-2024,145.15447506440017,154.78024,150.76440197337195
15-04-2024,145.15420434513413,154.81197,150.9407049842111
16-04-2024,145.15443011634682,154.82193,151.3717308524708
17-04-2024,145.1542418303677,154.83163,151.14612255973933
18-04-2024,145.15439885484886,154.84106,151.47468748470786
19-04-2024,145.15426790144753,154.85025,151.20072639808149
